Waterloo Underground Station entrance 5,51.503349,-0.11119
Woodford Underground Station entrance 1,51.607445,0.033591
Woodford Underground Station entrance 2,51.607525,0.034692
Wood Green Underground Station entrance 1,51.5973,-0.109966
Woodside Park Underground Station entrance 1,51.617956,-0.185162
Woodside Park Underground Station entrance 2,51.617983,-0.185753
Warren Street Underground Station entrance 1,51.524568,-0.13799
Warren Street Underground Station entrance 2,51.524506,-0.138079
Wanstead Underground Station entrance 1,51.575595,0.028315
Wanstead Underground Station entrance  2,51.575245,0.028256
Westminster Underground Station entrance 1,51.501248,-0.123769
Westminster Underground Station entrance 2,51.500953,-0.124948
Westminster Underground Station entrance 3,51.500863,-0.123828
Westminster Underground Station entrance 4,51.501249,-0.126075
Westminster Underground Station entrance 5,51.501265,-0.126506
Westminster Underground Station entrance 6,51.501151,-0.12386
Westbourne Park Underground Station entrance 1,51.520906,-0.20067
West Acton Underground Station entrance 1,51.517895,-0.281085
Wembley Park Underground Station entrance 2,51.56326,-0.279202
Wembley Park Underground Station entrance 1,51.562972,-0.279761
Wembley Park Underground Station entrance 3,51.562985,-0.279457
